gasoline_shock_pct,other_motor_fuel_shock_pct,september_cpi_w_all_items,q3_cpi_w_average,cola_raw_pct,cola_rounded_pct
20.0,125.0,332.06121339838705,329.21540446612903,3.766803888066868,3.8
20.0,130.0,332.0788153361226,329.22127177870755,3.7686532312793224,3.8
20.0,135.0,332.0964172738582,329.22713909128606,3.770502574491777,3.8
20.0,140.0,332.1140192115938,329.23300640386464,3.7723519177042495,3.8
20.0,145.00000000000003,332.1316211493294,329.23887371644315,3.774201260916704,3.8
20.0,150.0,332.149223087065,329.24474102902167,3.7760506041291584,3.8
20.0,155.0,332.16682502480063,329.2506083416002,3.777899947341613,3.8
20.0,160.0,332.1844269625362,329.25647565417876,3.779749290554085,3.8
20.0,165.0,332.2020289002718,329.2623429667573,3.7815986337665395,3.8
20.0,170.00000000000003,332.2196308380074,329.2682102793358,3.783447976978994,3.8
20.0,175.0,332.237232775743,329.27407759191436,3.7852973201914666,3.8
20.0,180.0,332.2548347134786,329.2799449044929,3.787146663403921,3.8
20.0,185.0,332.2724366512142,329.2858122170714,3.7889960066163755,3.8
20.0,190.0,332.29003858894976,329.2916795296499,3.79084534982883,3.8
20.0,195.00000000000003,332.30764052668536,329.2975468422285,3.792694693041302,3.8
20.0,200.0,332.32524246442097,329.303414154807,3.7945440362537566,3.8
20.0,205.00000000000003,332.3428444021566,329.3092814673855,3.796393379466211,3.8
20.0,210.0,332.3604463398922,329.3151487799641,3.7982427226786832,3.8
20.0,215.0,332.3780482776278,329.3210160925426,3.8000920658911377,3.8
20.0,220.00000000000003,332.39565021536333,329.3268834051211,3.801941409103592,3.8
20.0,225.0,332.41325215309894,329.33275071769964,3.8037907523160466,3.8
20.0,230.00000000000003,332.43085409083454,329.3386180302782,3.8056400955285192,3.8
20.0,235.0,332.44845602857015,329.34448534285673,3.8074894387409737,3.8
20.0,240.00000000000003,332.46605796630575,329.35035265543524,3.809338781953428,3.8
20.0,245.00000000000003,332.48365990404136,329.3562199680138,3.8111881251659003,3.8
20.0,250.0,332.5012618417769,329.36208728059233,3.8130374683783548,3.8
20.0,255.00000000000003,332.5188637795125,329.36795459317085,3.8148868115908092,3.8
20.0,260.0,332.5364657172481,329.37382190574937,3.8167361548032637,3.8
20.0,265.00000000000006,332.5540676549837,329.37968921832794,3.8185854980157363,3.8
20.0,270.0,332.57166959271933,329.38555653090646,3.8204348412281908,3.8
20.0,275.0,332.58927153045494,329.391423843485,3.822284184440645,3.8
20.0,280.0,332.6068734681905,329.39729115606355,3.8241335276531174,3.8
20.0,285.0,332.6244754059261,329.40315846864206,3.825982870865572,3.8
20.0,290.00000000000006,332.6420773436617,329.4090257812206,3.8278322140780263,3.8
20.0,295.0,332.6596792813973,329.4148930937991,3.8296815572904808,3.8
20.0,300.0,332.6772812191329,329.42076040637767,3.831530900502953,3.8
25.0,0.0,332.274410700306,329.28647023343535,3.7892034095934766,3.8
25.0,5.0,332.2920126380416,329.29233754601387,3.791052752805931,3.8
25.0,10.0,332.30961457577723,329.29820485859244,3.7929020960184032,3.8
25.0,15.000000000000002,332.32721651351284,329.30407217117096,3.7947514392308577,3.8
25.0,20.0,332.3448184512484,329.3099394837495,3.796600782443312,3.8
25.0,25.0,332.362420388984,329.315806796328,3.7984501256557666,3.8
25.0,30.000000000000004,332.3800223267196,329.32167410890656,3.800299468868239,3.8
25.0,35.0,332.3976242644552,329.3275414214851,3.8021488120806937,3.8
25.0,40.0,332.4152262021908,329.3334087340636,3.803998155293148,3.8
25.0,45.0,332.4328281399264,329.33927604664217,3.8058474985056203,3.8
25.0,50.0,332.45043007766196,329.3451433592207,3.8076968417180748,3.8
25.0,55.00000000000001,332.46803201539757,329.3510106717992,3.809546184930529,3.8
25.0,60.00000000000001,332.4856339531332,329.3568779843777,3.8113955281429837,3.8
25.0,65.0,332.5032358908688,329.3627452969563,3.8132448713554563,3.8
25.0,70.0,332.5208378286044,329.3686126095348,3.8150942145679108,3.8
25.0,75.0,332.53843976634,329.3744799221133,3.816943557780365,3.8
25.0,80.0,332.55604170407554,329.3803472346919,3.8187929009928374,3.8
25.0,85.00000000000001,332.57364364181115,329.3862145472704,3.820642244205292,3.8
25.0,90.0,332.59124557954675,329.39208185984893,3.8224915874177463,3.8
25.0,95.0,332.60884751728236,329.39794917242745,3.8243409306302008,3.8
25.0,100.0,332.62644945501796,329.403816485006,3.826190273842673,3.8
25.0,105.0,332.64405139275357,329.40968379758453,3.8280396170551274,3.8
25.0,110.00000000000001,332.6616533304891,329.41555111016305,3.829888960267582,3.8
25.0,115.00000000000001,332.6792552682247,329.4214184227416,3.8317383034800545,3.8
25.0,120.00000000000001,332.6968572059603,329.42728573532014,3.833587646692509,3.8
25.0,125.0,332.71445914369593,329.43315304789866,3.8354369899049634,3.8
25.0,130.0,332.73206108143154,329.4390203604772,3.837286333117418,3.8
25.0,135.0,332.74966301916714,329.44488767305575,3.83913567632989,3.8
25.0,140.0,332.76726495690275,329.45075498563426,3.8409850195423445,3.8
25.0,145.00000000000003,332.7848668946383,329.4566222982128,3.842834362754799,3.8
25.0,150.0,332.8024688323739,329.46248961079135,3.8446837059672716,3.8
25.0,155.0,332.8200707701095,329.46835692336987,3.846533049179726,3.8
25.0,160.0,332.8376727078451,329.4742242359484,3.8483823923921805,3.8
25.0,165.0,332.8552746455807,329.4800915485269,3.850231735604635,3.9
25.0,170.00000000000003,332.8728765833163,329.4859588611055,3.852081078817107,3.9
25.0,175.0,332.8904785210519,329.49182617368393,3.853930422029544,3.9
25.0,180.0,332.9080804587875,329.4976934862625,3.855779765242016,3.9
25.0,185.0,332.9256823965231,329.5035607988411,3.8576291084544883,3.9
25.0,190.0,332.9432843342587,329.5094281114196,3.8594784516669427,3.9
25.0,195.00000000000003,332.9608862719943,329.5152954239981,3.861327794879397,3.9
25.0,200.0,332.9784882097299,329.5211627365766,3.8631771380918516,3.9
25.0,205.00000000000003,332.99609014746545,329.52703004915514,3.865026481304306,3.9
25.0,210.0,333.01369208520106,329.53289736173366,3.8668758245167605,3.9
25.0,215.0,333.03129402293666,329.53876467431223,3.868725167729233,3.9
25.0,220.00000000000003,333.04889596067227,329.5446319868908,3.8705745109417053,3.9
25.0,225.0,333.0664978984079,329.5504992994693,3.87242385415416,3.9
25.0,230.00000000000003,333.0840998361435,329.55636661204784,3.8742731973666142,3.9
25.0,235.0,333.10170177387903,329.56223392462636,3.8761225405790687,3.9
25.0,240.00000000000003,333.11930371161463,329.56810123720487,3.877971883791523,3.9
25.0,245.00000000000003,333.13690564935024,329.5739685497834,3.8798212270039776,3.9
25.0,250.0,333.15450758708585,329.57983586236196,3.8816705702164502,3.9
25.0,255.00000000000003,333.17210952482145,329.58570317494053,3.8835199134289224,3.9
